JWH.181FI_2026.DACA.PV,float,5000,10000
JWH.181ADI_2002.DACA.PV,float,5,10
JWH.182FI_1011.DACA.PV,float,5000,10000
JWH.182TI_1011.DACA.PV,float,400,600
JWH.182PI_1011.DACA.PV,float,5,10
JWH.182AE_1010.DACA.PV,double,10,20
JWH.182TI_1010.DACA.PV,float,400,600
JWH.182PI_1010.DACA.PV,float,5,10
JWH.182FI_2010.DACA.PV,float,5000,10000
JWH.182TI_2011.DACA.PV,float,400,600
JWH.182PI_2011.DACA.PV,float,5,10
JWH.182AE_2010.DACA.PV,double,10,20
JWH.182TI_2010.DACA.PV,float,400,600
JWH.182PI_2010.DACA.PV,float,5,10
JWH.181PIC_1032B.PIDA.OP,switching,30,0
FHS.125HIC_1009B.AUTOMANA.OP,switching,30,0
JWH.181PIC_1032A.PIDA.OP,switching,30,0
JWH.181AI_1005A.DACA.PV,float,5,10
JWH.181FI_1026.DACA.PV,float,5000,10000
JWH.181PIC_1032A.DACA.PV,float,5,10
JWH.181FIC_1001B.PIDA.OP,switching,30,0
JWH.181FIC_1001A.PIDA.OP,switching,30,0
JWH.181XV_1001.DEVCTLA.PVFL1,switching,0,0
JWH.181PIC_2002.PIDA.OP,switching,30,0
JWH.181PIC_1002.DACA.PV,float,5,10
JWH.181AI_1002A.DACA.PV,float,5,10
JWH.181PIC_2032B.PIDA.OP,switching,30,0
JWH.181HIC_2009.AUTOMANA.OP,switching,30,0
JWH.181PIC_2032A.PIDA.OP,switching,30,0
JWH.181AI_2005A.DACA.PV,float,5,10
JWH.181PIC_2032A.DACA.PV,float,5,10
JWH.181FIC_2001B.PIDA.OP,switching,30,0
JWH.181FIC_2001A.PIDA.OP,switching,30,0
JWH.181XV_2001.DEVCTLA.PVFL1,switching,0,0
JWH.181PIC_2002.DACA.PV,float,5,10
JH.161PIC_2014A.PIDA.OP,switching,30,0
JH.161PIC_2014B.PIDA.OP,switching,30,0
JH.161TI_2014.DACA.PV,float,400,600
JH.161AI_2013.DACA.PV,float,5,25
JH.161FI_2014.DACA.PV,float,5000,10000
JH.161PIC_2014A.DACA.PV,float,5,10
JH.161AI_2009.DACA.PV,float,5,25
JH.161PI_2003.DACA.PV,float,5,10
JH.161FI_2002.DACA.PV,double,30,100
JH.161TI_2003.DACA.PV,float,400,600
JH.161PIC_1014A.PIDA.OP,switching,30,0
JH.161PIC_1014B.PIDA.OP,switching,30,0
FHS.124TI_1014.DACA.PV,float,400,600
JH.161AI_1013.DACA.PV,float,5,25
JH.161FI_1014.DACA.PV,float,5000,10000
JH.161PIC_1014A.DACA.PV,float,5,10
JH.161AI_1009.DACA.PV,float,5,25
JH.161PI_1003.DACA.PV,float,5,10
FHS.124FI_1002.DACA.PV,float,5000,10000
JH.161TI_1003.DACA.PV,float,400,600
FHS.124PIC_2012.PIDA.OP,switching,30,0
FHS.124PIC_2012.DACA.PV,float,5,10
FHS.124UV_2002.DEVCTLA.GPV,switching,0,0
FHS.124TI_2021.DACA.PV,float,400,600
FHS.124AIC_2001.pida.PV,switching,5,25
FHS.124FI_2004.DACA.PV,float,5000,10000
FHS.124FIC_2003.DACA.PV,float,5000,10000
FHS.124PI_2001.DACA.PV,float,5,10
FHS.124TI_2001.DACA.PV,float,400,600
FHS.125UV_2001A.DEVCTLA.GPV,switching,0,0
FHS.124PIC_1012.DACA.PV,float,5,10
FHS.124PIC_1012.PIDA.OP,switching,30,0
FHS.124UV_1002.DEVCTLA.GPV,switching,0,0
FHS.124TI_1021.DACA.PV,float,400,600
FHS.124AIC_1001.pida.PV,switching,5,25
FHS.124FI_1004.DACA.PV,float,5000,10000
FHS.124FIC_1003.DACA.PV,float,5000,10000
FHS.124PI_1001.DACA.PV,float,5,10
FHS.124TI_1001.DACA.PV,float,400,600
FHS.124UV_1001.DEVCTLA.GPV,switching,0,0
QH_C.121FIC_37002A.DACA.PV,float,5000,10000
QH_C.121FIC_36002A.DACA.PV,float,5000,10000
QH_C.121FIC_35002A.DACA.PV,float,5000,10000
QH_C.121FIC_34002A.DACA.PV,float,5000,10000
QH_C.121FIC_33002A.DACA.PV,float,5000,10000
QH_C.121FIC_32002A.DACA.PV,float,5000,10000
QH_C.121FIC_31002A.DACA.PV,float,5000,10000
QH_B.121FIC_28002A.DACA.PV,float,5000,10000
QH_B.121FIC_27002A.DACA.PV,float,5000,10000
QH_B.121FIC_26002A.DACA.PV,float,5000,10000
QH_B.121FIC_25002A.DACA.PV,float,5000,10000
QH_B.121FIC_24002A.DACA.PV,float,5000,10000
QH_B.121FIC_23002A.DACA.PV,float,5000,10000
QH_B.121FIC_22002A.DACA.PV,float,5000,10000
QH_B.121FIC_21002A.DACA.PV,float,5000,10000
QH_A.121FIC_17002A.DACA.PV,float,5000,10000
QH_A.121FIC_16002A.DACA.PV,float,5000,10000
QH_A.121FIC_15002A.DACA.PV,float,5000,10000
QH_A.121FIC_14002A.DACA.PV,float,5000,10000
QH_A.121FIC_13002A.DACA.PV,float,5000,10000
QH_A.121FIC_12002A.DACA.PV,float,5000,10000
QH_C.121FI_37001.DACA.PV,float,200,500
QH_C.121FI_36001.DACA.PV,float,200,500
QH_C.121FI_35001.DACA.PV,float,200,500
QH_C.121FI_34001.DACA.PV,float,200,500
QH_C.121FI_33001.DACA.PV,float,200,500
QH_C.121FI_32001.DACA.PV,float,200,500
QH_C.121FI_31001.DACA.PV,float,200,500
QH_B.121FI_28001.DACA.PV,float,200,500
QH_B.121FI_27001.DACA.PV,float,200,500
QH_B.121FI_26001.DACA.PV,float,200,500
QH_B.121FI_25001.DACA.PV,float,200,500
QH_B.121FI_24001.DACA.PV,float,200,500
QH_B.121FI_23001.DACA.PV,float,200,500
QH_B.121FI_22001.DACA.PV,float,200,500
QH_B.121FI_21001.DACA.PV,float,200,500
QH_A.121UV_17012.DEVCTLA.GPV,switching,60,0
QH_A.121FI_17001.DACA.PV,float,200,500
QH_A.121FI_16001.DACA.PV,float,200,500
QH_A.121UV_15012.DEVCTLA.GPV,switching,60,0
QH_A.121FI_15001.DACA.PV,float,200,500
QH_A.121UV_14012.DEVCTLA.GPV,switching,60,0
QH_A.121FI_14001.DACA.PV,float,200,500
QH_A.121UV_13012.DEVCTLA.GPV,switching,60,0
QH_A.121FI_13001.DACA.PV,float,200,500
QH_A.121UV_12012.DEVCTLA.GPV,switching,60,0
QH_A.121FI_12001.DACA.PV,float,200,500
QH_A.121UV_11012.DEVCTLA.GPV,switching,60,0
DCS-RD.XI_QJGLSCB,float,300,600
DCS-RD.XI_QJGLSCA,float,300,600
DCS-RD.MSFLOW1,float,200,500
DCS-RD.03FT_A01BBCH,float,200,500
DCS-RD.XI_QJGLSCC,float,300,600
JWH.181TI_2020A.DACA.PV,switching,80,0
JWH.181TI_2020B.DACA.PV,switching,80,0
JWH.181TI_2020F.DACA.PV,switching,80,0
JWH.181TIC_2023.DACA.PV,switching,60,0
JWH.181TIC_2014.DACA.PV,switching,60,0
JWH.181TI_2010L.DACA.PV,switching,80,0
JWH.181TI_2010J.DACA.PV,switching,80,0
JWH.181TI_2011A.DACA.PV,switching,80,0
JWH.181TI_2010A.DACA.PV,switching,80,0
JWH.181TI_2038.DACA.PV,switching,80,0
JWH.181TI_2037H.DACA.PV,switching,80,0
JWH.181TI_2036H.DACA.PV,switching,80,0
JWH.181TI_2035H.DACA.PV,switching,80,0
JWH.181TI_2048.DACA.PV,switching,80,0
JWH.181TI_2045N.DACA.PV,switching,80,0
JWH.181TI_2047B.DACA.PV,switching,80,0
JWH.181TI_2045B.DACA.PV,switching,80,0
JWH.181FIC_2001B.DACA.PV,switching,60,0
JWH.181FIC_2001A.DACA.PV,switching,60,0
JH.161TI_1016.DACA.PV,float,400,600
JH.161TI_1005B.DACA.PV,float,400,600
JH.161TI_1005A.DACA.PV,float,400,600
JH.161FI_1002.DACA.PV,double,30,100
FHS.124AIC_1001.DACA.PV,float,5,25
JH.161TI_1002.DACA.PV,double,30,100
FHS.124TI_1013.DACA.PV,float,400,600
FHS.124TI_1012.DACA.PV,float,400,600
FHS.124PDIA_1011.DACA.PV,float,1,5
FHS.124PDIA_1008.DACA.PV,float,1,5
FHS.124PDIA_1005.DACA.PV,float,1,5
QH_B.121PIC_20000A.DACA.PV,float,5,10
JWH.181FIC_2008.PIDA.OP,switching,60,0
JWH.181XV_2002.DEVCTLA.PVFL1,switching,0,0
JWH.181XV_2003.DEVCTLA.PVFL1,switching,0,0
FHS.124TIC_1003.PIDA.OP,switching,30,0
FHS.124HIC_1007.AUTOMANA.OP,switching,30,0
JWH.182LI_1011.DACA.PV,float,30,90
JWH.182LIC_1010.DACA.PV,float,30,90
JWH.182TI_1020.DACA.PV,float,400,600
JWH.182LI_1014.DACA.PV,float,30,90
JWH.182TIC_1015.DACA.PV,float,400,600
JWH.182PI_1013.DACA.PV,float,5,10
JWH.182TI_1013.DACA.PV,float,400,600
JWH.182TI_1021.DACA.PV,float,400,600
JWH.182TI_1017.DACA.PV,float,400,600
JWH.182PI_1014.DACA.PV,float,5,10
JWH.182TI_1018.DACA.PV,float,400,600
JWH.182FIC_1012.DACA.PV,float,200,500
JWH.182TI_1014.DACA.PV,float,400,600
JWH.182TI_1016.DACA.PV,switching,80,0
JWH.182LIC_1012.DACA.PV,float,30,90
JWH.182LI_1015.DACA.PV,float,30,90
JWH.182FI_1010.DACA.PV,float,200,500
JWH.182FIC_1013.DACA.PV,float,200,500
JWH.182TI_1019.DACA.PV,float,400,600
JWH.182TI_1012.DACA.PV,float,400,600
JWH.182PDI_1014.DACA.PV,float,1,5
JWH.182PDI_1013.DACA.PV,float,1,5
JWH.182PDI_1012.DACA.PV,float,1,5
JWH.182PDI_1011.DACA.PV,float,1,5
JWH.182PDI_1010.DACA.PV,float,1,5
JWH.182PIC_1012.DACA.PV,float,5,10
JWH.182P101C.DEVCTLA.GPV,switching,30,0
JWH.182P101B.DEVCTLA.GPV,switching,30,0
JWH.182P101A.DEVCTLA.GPV,switching,30,0
JWH.182SDV_1010.DEVCTLA.PVFL1,switching,0,0
JWH.182LIC_1010.PIDA.OP,float,60,120
JWH.182P102.DEVCTLA.GPV,switching,0,0
JWH.182TIC_1015.PIDA.OP,int,400,600
JWH.182LIC_1012.PIDA.OP,float,60,120
JWH.181TI_1002.DACA.PV,float,400,600
JWH.181FIC_1001B.DACA.PV,switching,80,0
JWH.181FIC_1001A.DACA.PV,switching,80,0
JWH.181FQI_1001.PVALGO.PV,float,200,500
JWH.181FIC_1030.DACA.PV,switching,80,0
JWH.181TIC_1056.DACA.PV,switching,60,0
JWH.181FI_1029.DACA.PV,switching,80,0
JWH.181TIC_1057.DACA.PV,switching,60,0
JWH.181PI_1036.DACA.PV,switching,80,0
JWH.181FIC_1003.DACA.PV,switching,80,0
JWH.181FQI_1026.PVALGO.PV,float,200,500
JWH.181LIC_1023.DACA.PV,switching,80,0
JWH.181LI_1001.DACA.PV,switching,80,0
JWH.181TIC_1003.DACA.PV,switching,80,0
JWH.181TI_1004.DACA.PV,switching,80,0
JWH.181LIC_1018.DACA.PV,switching,80,0
JWH.181TIC_1043.DACA.PV,switching,60,0
JWH.181TI_1048.DACA.PV,switching,80,0
JWH.181PI_1028.DACA.PV,float,5,10
JWH.181TI_1047N.DACA.PV,switching,80,0
JWH.181TI_1046N.DACA.PV,switching,80,0
JWH.181TI_1047H.DACA.PV,switching,80,0
JWH.181TI_1046H.DACA.PV,switching,80,0
JWH.181TI_1045H.DACA.PV,switching,80,0
JWH.181TI_1045N.DACA.PV,switching,80,0
JWH.181TI_1047B.DACA.PV,switching,80,0
JWH.181TI_1046B.DACA.PV,switching,80,0
JWH.181TI_1045B.DACA.PV,switching,80,0
JWH.181TIC_1044.DACA.PV,switching,80,0
JWH.181LIC_1013.DACA.PV,switching,80,0
JWH.181TIC_1025.DACA.PV,switching,80,0
JWH.181TI_1021A.DACA.PV,switching,80,0
JWH.181TI_1020A.DACA.PV,switching,80,0
JWH.181PI_1069.DACA.PV,float,5,10
JWH.181PIC_1017.DACA.PV,float,5,10
JWH.181FIC_1021.DACA.PV,switching,80,0
JWH.181FIC_1020.DACA.PV,switching,80,0
JWH.181FIC_1025.DACA.PV,float,200,500
JWH.181TI_1037N.DACA.PV,switching,80,0
JWH.181TI_1036N.DACA.PV,switching,80,0
JWH.181TI_1035N.DACA.PV,switching,80,0
JWH.181PI_1078.DACA.PV,float,5,10
JWH.181TIC_1034.DACA.PV,switching,60,0
JWH.181TI_1038.DACA.PV,switching,80,0
JWH.181TI_1037H.DACA.PV,switching,80,0
JWH.181TI_1036H.DACA.PV,switching,80,0
JWH.181TI_1035H.DACA.PV,switching,80,0
JWH.181TI_1037B.DACA.PV,switching,80,0
JWH.181TI_1036B.DACA.PV,switching,80,0
JWH.181TI_1035B.DACA.PV,switching,80,0
JWH.181TI_1006.DACA.PV,switching,80,0
JWH.181AI_1003.DACA.PV,double,30,100
JWH.181TI_1019A.DACA.PV,switching,80,0
JWH.181PI_1006.DACA.PV,switching,80,0
JWH.181TIC_1023.DACA.PV,switching,60,0
JWH.181TI_1033.DACA.PV,switching,80,0
JWH.181FIC_1049.DACA.PV,float,200,500
JWH.181TI_1032.DACA.PV,switching,80,0
JWH.181PI_1025.DACA.PV,switching,80,0
JWH.181TIC_1095.DACA.PV,switching,80,0
JWH.181TIC_1016.DACA.PV,switching,60,0
JWH.181TI_1017.DACA.PV,switching,80,0
JWH.181TI_1015.DACA.PV,switching,80,0
JWH.181TI_1012C.DACA.PV,switching,80,0
JWH.181TI_1012H.DACA.PV,switching,80,0
JWH.181TI_1012M.DACA.PV,switching,80,0
JWH.181TIC_1014.DACA.PV,switching,60,0
JWH.181TIC_1008.DACA.PV,switching,80,0
JWH.181TIC_1018.DACA.PV,switching,80,0
JWH.181FIC_1008.DACA.PV,switching,80,0
JWH.181FIC_1032.DACA.PV,switching,80,0
JWH.181FIC_1010.DACA.PV,switching,80,0
JWH.181FI_1006.DACA.PV,switching,80,0
JWH.181LIC_1018.PIDA.OP,switching,60,0
JWH.181TIC_1016.PIDA.OP,switching,60,0
JWH.181XV_1002.DEVCTLA.PVFL1,switching,0,0
JWH.181FIC_1010.PIDA.OP,switching,60,0
JWH.181TIC_1008.PIDA.OP,switching,60,0
JWH.181FIC_1016.PIDA.OP,switching,60,0
JWH.181LIC_1013.PIDA.OP,switching,60,0
JWH.181HIC_1200.AUTOMANA.OP,switching,0,0
JWH.181FIC_1020.PIDA.OP,switching,60,0
JWH.181FIC_1025.PIDA.OP,switching,0,0
JWH.181TIC_1025.PIDA.OP,switching,60,0
JWH.181HIC_1005.AUTOMANA.OP,switching,0,0
JWH.181PIC_1017.PIDA.OP,switching,0,0
JWH.181HIC_1004.AUTOMANA.OP,switching,0,0
JWH.181FIC_1008.PIDA.OP,switching,60,0
JWH.181FIC_1032.PIDA.OP,switching,60,0
JWH.181TIC_1065.PIDA.OP,switching,60,0
JWH.181TIC_1018.PIDA.OP,switching,60,0
JWH.181TIC_1044.PIDA.OP,switching,60,0
JWH.181XV_1003.DEVCTLA.PVFL1,switching,0,0
JWH.181HIC_1008.AUTOMANA.OP,switching,0,0
JWH.181PIC_1002.PIDA.OP,switching,30,0
JWH.181TIC_1003.PIDA.OP,switching,60,0
JWH.181HIC_1009.AUTOMANA.OP,switching,30,0
JWH.181LIC_1023.PIDA.OP,switching,60,0
JWH.181FIC_1030.PIDA.OP,switching,60,0
JH.161FIC_1282.PIDA.OP,double,30,100
JH.161FIC_1920.PIDA.OP,double,30,100
JH.161TIC_1262.DACA.PV,float,400,600
JH.161PIC_1256A.PIDA.OP,double,30,100
JH.161PIC_1600.PIDA.OP,double,30,100
JH.161FIC_1121.PIDA.OP,double,30,100
JH.161PIC_1065.PIDA.OP,float,5,10
JH.161PIC_1062.PIDA.OP,float,5,10
JH.161FIC_1050A.PIDA.OP,double,30,100
JH.161FIC_1037.DACA.PV,double,30,100
JH.161FIC_1035.DACA.PV,double,30,100
JH.161FIC_1033.DACA.PV,double,30,100
JH.161FIC_1243.PIDA.OP,double,30,100
JH.161LI_1252B.DACA.PV,float,30,90
JH.161LI_1252A.DACA.PV,float,30,90
JH.161LIC_1404.DACA.PV,float,30,90
JH.161LIC_1257.DACA.PV,float,30,90
JH.161LIC_1267.DACA.PV,float,30,90
JH.161LIC_1136.DACA.PV,float,30,90
JH.161LIC_1217.DACA.PV,float,30,90
JH.161LIC_1133.DACA.PV,float,30,90
JH.161LIC_1121A.DACA.PV,float,30,90
JH.161LIC_1108.DACA.PV,float,30,90
JH.161LIC_1115.DACA.PV,float,30,90
JH.161LIC_1129.DACA.PV,float,30,90
JH.161LIC_1126.DACA.PV,float,30,90
JH.161LIC_1152.DACA.PV,float,30,90
JH.161LIC_1024.DACA.PV,float,30,90
JH.161LIC_1037A.DACA.PV,float,30,90
JH.161LIC_1035A.DACA.PV,float,30,90
JH.161LI_1040.DACA.PV,float,30,90
JH.161LI_1030.DACA.PV,float,30,90
JH.161LI_1031.DACA.PV,float,30,90
JH.161LI_1127.DACA.PV,float,30,90
JH.161LI_1403.DACA.PV,double,30,100
JH.161PDI_1031.DACA.PV,float,1,5
JH.161TI_1155.DACA.PV,double,30,100
JH.161FIC_1243.DACA.PV,double,30,100
JH.161FIC_1026.DACA.PV,double,30,100
JH.161FIC_1050A.DACA.PV,double,30,100
JH.161FIC_1282.DACA.PV,double,30,100
JH.161FIC_1920.DACA.PV,double,30,100
JH.161FIC_1121.DACA.PV,double,30,100
JH.161YI_P105C.DACA.PV,float,20,40
JH.161YI_P105B.DACA.PV,float,20,40
JH.161YI_P105A.DACA.PV,float,20,40
JH.161YI_P103B.DACA.PV,float,20,40
JH.161YI_P101B.DACA.PV,float,20,40
JH.161YI_P104A.DACA.PV,float,20,40
JH.161YI_P103A.DACA.PV,float,20,40
JH.161YI_P101A.DACA.PV,float,20,40
JH.161YI_P102B.DACA.PV,float,20,40
JH.161YI_P102A.DACA.PV,float,20,40
JH.161YI_P109B.DACA.PV,float,20,40
JH.161YI_P109A.DACA.PV,float,20,40
JH.161YI_P116B.DACA.PV,float,20,40
JH.161YI_P116A.DACA.PV,float,20,40
JH.161YI_P117B.DACA.PV,float,20,40
JH.161YI_P117A.DACA.PV,float,20,40
JH.161LI_1259B.DACA.PV,float,30,90
JH.161LI_1259A.DACA.PV,float,30,90
JH.161LI_1216.DACA.PV,float,30,90
JH.161LI_1265.DACA.PV,float,30,90
JH.161LI_1135.DACA.PV,float,30,90
JH.161LI_1132.DACA.PV,float,30,90
JH.161LI_1151.DACA.PV,float,30,90
JH.161LI_1130.DACA.PV,float,30,90
JH.161LI_1038.DACA.PV,float,30,90
JH.161LI_1033.DACA.PV,float,30,90
JH.161LIC_1042.DACA.PV,float,30,90
JH.161PIC_1600.DACA.PV,double,30,100
JH.161PIC_1014B.DACA.PV,double,30,100
JH.161PIC_1256A.DACA.PV,double,30,100
JH.161PIC_1411B.DACA.PV,float,5,10
JH.161PIC_1411A.DACA.PV,float,5,10
JH.161PIC_1132A.DACA.PV,float,5,10
JH.161PIC_1065.DACA.PV,float,5,10
JH.161PIC_1062.DACA.PV,float,5,10
JH.161LIC_1108.PIDA.OP,float,60,120
JH.161LIC_1267.PIDA.OP,float,60,120
JH.161FIC_1033.PIDA.OP,double,30,100
JH.161FIC_1037.PIDA.OP,double,30,100
JH.161FIC_1035.PIDA.OP,double,30,100
JH.161Y_P109B.DEVCTLA.GPV,switching,80,0
JH.161Y_P109A.DEVCTLA.GPV,switching,80,0
JH.161Y_P102B.DEVCTLA.GPV,switching,80,0
JH.161Y_P102A.DEVCTLA.GPV,switching,80,0
JH.161LIC_1115.PIDA.OP,float,60,120
JH.161LIC_1035A.PIDA.OP,float,60,120
JH.161LIC_1037A.PIDA.OP,float,60,120
JH.161LIC_1152.PIDA.OP,float,60,120
JH.161LIC_1133.PIDA.OP,float,60,120
JH.161Y_P101B.DEVCTLA.GPV,switching,80,0
JH.161Y_P101A.DEVCTLA.GPV,switching,80,0
JH.161Y_P105C.DEVCTLA.GPV,switching,80,0
JH.161Y_P105B.DEVCTLA.GPV,switching,80,0
JH.161LIC_1404.PIDA.OP,float,60,120
JH.161LIC_1136.PIDA.OP,float,60,120
JH.161Y_P103B.DEVCTLA.GPV,switching,80,0
